step,body,x,y,z
280,1,1.137622426263326e-02,3.663823608324687e-01,4.520166125479163e-02
280,2,-3.651618032497610e-03,7.207357896671138e-01,4.276316177627580e-02
280,3,7.748533762253217e-02,-9.987593205173964e-01,-5.026436897234607e-04
280,4,7.809153003982007e-02,-9.986487349648333e-01,7.227433222810928e-04
280,5,-1.456855904020034e+00,7.178410450678882e-01,2.319831596926823e-02
280,6,4.485569695117364e+00,2.313736206760454e+00,4.905063752788490e-02
280,7,8.932609652287926e+00,1.637098132904261e+00,2.198625986088320e-06
280,8,1.823184646302426e+01,1.156397354472050e+00,4.585063627391401e-08
280,9,2.987401513348264e+01,8.876028726324656e-01,4.827388901221919e-09
281,0,4.950946638178091e-04,-2.212536534250420e-03,-4.709785467499048e-05
281,1,-1.666726767411171e-02,3.719819630396650e-01,4.588978429007570e-02
281,2,-2.385841334570019e-02,7.204916481137588e-01,4.274896211403412e-02
281,3,9.463073751464922e-02,-9.969866019306403e-01,-5.033660816169201e-04
281,4,9.435903473338425e-02,-9.968541547403346e-01,8.323196168036721e-04
281,5,-1.463025510840316e+00,7.064336281137524e-01,2.283012545532778e-02
281,6,4.482342062241777e+00,2.321450020866840e+00,4.921416505496065e-02
281,7,8.931599792556334e+00,1.642863155060214e+00,2.220698492627680e-06
281,8,1.823159630706117e+01,1.160507366924565e+00,4.632167781741753e-08
281,9,2.987392167884427e+01,8.907606760714034e-01,4.877310695610757e-09
282,0,4.984949708892588e-04,-2.219869414819870e-03,-4.725369256612148e-05
282,1,-4.461626034112193e-02,3.755214445077572e-01,4.632500135564500e-02
282,2,-4.404623563733635e-02,7.196848522719741e-01,4.270144379467331e-02
282,3,1.117470667241367e-01,-9.949182427756081e-01,-4.982676037125994e-04
282,4,1.106927195548860e-01,-9.948102331132691e-01,4.794008904162907e-04
282,5,-1.469094406128537e+00,6.949774519888143e-01,2.246036082155088e-02
282,6,4.479104126915668e+00,2.329158490731812e+00,4.937757925287182e-02
282,7,8.930586390326207e+00,1.648627529299387e+00,2.242904015895840e-06
282,8,1.823134526381564e+01,1.164617323111050e+00,4.679572879223623e-08
282,9,2.987382789232563e+01,8.939184696451250e-01,4.927556844361858e-09
283,0,5.019061131069152e-04,-2.227196166323375e-03,-4.740930000945978e-05
283,1,-7.232805864612664e-02,3.770750304185840e-01,4.651642467988755e-02
283,2,-6.419938823526494e-02,7.183163973443146e-01,4.262066577030749e-02
283,3,1.288265307372721e-01,-9.925547582595674e-01,-4.894700372615068e-04
283,4,1.273062546443856e-01,-9.925034349170035e-01,-1.635212390099481e-04
283,5,-1.475062269423698e+00,6.834733506795461e-01,2.208904899207292e-02
283,6,4.475855900762721e+00,2.336861600784020e+00,4.954087979145507e-02
283,7,8.929569446070602e+00,1.654391253353946e+00,2.265242737668339e-06
283,8,1.823109333330218e+01,1.168727222832178e+00,4.727279537793021e-08
283,9,2.987373377392787e+01,8.970762533186405e-01,4.978128082047259e-09
284,0,5.053280349248016e-04,-2.234516788911257e-03,-4.756467852525434e-05
284,1,-9.967378619626595e-02,3.767221728930241e-01,4.647380815600235e-02
284,2,-8.430222217678424e-02,7.163877133697986e-01,4.250671274208412e-02
284,3,1.458634550796559e-01,-9.898968270320607e-01,-4.795945506354979e-04
284,4,1.442409889893579e-01,-9.899142535980248e-01,-8.833573882315581e-04
284,5,-1.480928786255891e+00,6.719221591337037e-01,2.171621692206497e-02
284,6,4.472597395435227e+00,2.344559335484572e+00,4.970406634123565e-02
284,7,8.928548960264170e+00,1.660154324956388e+00,2.287714837584256e-06
284,8,1.823084051553536e+01,1.172837065888624e+00,4.775288371450262e-08
284,9,2.987363932365214e+01,9.002340270569598e-01,5.029025139403306e-09
285,0,5.087606830534682e-04,-2.241831284148076e-03,-4.771982977002426e-05
285,1,-1.265374719302021e-01,3.745459070396310e-01,4.620734552822427e-02
285,2,-1.043391481924659e-01,7.139006629658314e-01,4.235969502642643e-02
285,3,1.628533583790999e-01,-9.869451613064660e-01,-4.705347300071333e-04
285,4,1.614414405323793e-01,-9.870277863781685e-01,-1.526174830784410e-03
285,5,-1.486693648128232e+00,6.603247132352098e-01,2.134189159692226e-02
285,6,4.469328622613968e+00,2.352251679327094e+00,4.986713857342866e-02
285,7,8.927524933383161e+00,1.665916741839543e+00,2.310320493152304e-06
285,8,1.823058681052978e+01,1.176946852081067e+00,4.823599990246194e-08
285,9,2.987354454149958e+01,9.033917908250927e-01,5.080248743337188e-09
286,0,5.122040063224445e-04,-2.249139654783202e-03,-4.787475550884638e-05
286,1,-1.528150747417564e-01,3.706315096728452e-01,4.572750573376536e-02
286,2,-1.242946485804438e-01,7.108575387479579e-01,4.217974840223524e-02
286,3,1.797921303318318e-01,-9.837004958591816e-01,-4.634483430047514e-04
286,4,1.788222584735941e-01,-9.838346421722957e-01,-1.997867244073758e-03
286,5,-1.492356552499046e+00,6.486818497794793e-01,2.096610003146695e-02
286,6,4.466049594008099e+00,2.359938616837787e+00,5.003009615994031e-02
286,7,8.926497365905419e+00,1.671678501736573e+00,2.333059879756892e-06
286,8,1.823033221830012e+01,1.181056581210185e+00,4.872215000288078e-08
286,9,2.987344942747135e+01,9.065495445880491e-01,5.131799616932951e-09
287,0,5.156579555397322e-04,-2.256441904564643e-03,-4.802945759299518e-05
287,1,-1.784134922073483e-01,3.650654227929406e-01,4.504490074688507e-02
287,2,-1.441532889630321e-01,7.072610604329289e-01,4.196703393936989e-02
287,3,1.966757299059008e-01,-9.801636097406136e-01,-4.590196750261446e-04
287,4,1.962928904600047e-01,-9.803291876411626e-01,-2.242826459676495e-03
287,5,-1.497917202764308e+00,6.369944064491795e-01,2.058886926916476e-02
287,6,4.462760321355033e+00,2.367620132575486e+00,5.019293877336915e-02
287,7,8.925466258310388e+00,1.677439602380976e+00,2.355933170664150e-06
287,8,1.823007673886110e+01,1.185166253076662e+00,4.921134003745098e-08
287,9,2.987335398156860e+01,9.097072883108389e-01,5.183678479457004e-09
288,0,5.191224833537873e-04,-2.263738038089961e-03,-4.818393794217566e-05
288,1,-2.032495863311377e-01,3.579344045098838e-01,4.417018134401988e-02
288,2,-1.638997299178043e-01,7.031143716307587e-01,4.172173780873550e-02
288,3,2.135001510454754e-01,-9.763353435705905e-01,-4.576403263311013e-04
288,4,2.137605023779513e-01,-9.765081498685402e-01,-2.229243385407255e-03
288,5,-1.503375308240338e+00,6.252632217904159e-01,2.021022638135543e-02
288,6,4.459460816420330e+00,2.375296211131719e+00,5.035566608700730e-02
288,7,8.924431611079100e+00,1.683200041506584e+00,2.378940537027929e-06
288,8,1.822982037222746e+01,1.189275867481183e+00,4.970357598853506e-08
288,9,2.987325820379250e+01,9.128650219584717e-01,5.235886046363055e-09
289,0,5.225975441216994e-04,-2.271028060688485e-03,-4.833819853063786e-05
289,1,-2.272492487458850e-01,3.493248724765944e-01,4.311395650151902e-02
289,2,-1.835187384755206e-01,6.984210363316045e-01,4.144407107431174e-02
289,3,2.302614884818454e-01,-9.722166062007774e-01,-4.594653696190977e-04
289,4,2.311247600428443e-01,-9.723700811345571e-01,-1.944542224658014e-03
289,5,-1.508730584146757e+00,6.134891351893352e-01,1.983019846649653e-02
289,6,4.456151090997581e+00,2.382966837130761e+00,5.051827777484168e-02
289,7,8.923393424694185e+00,1.688959816847570e+00,2.402082147895753e-06
289,8,1.822956311841405e+01,1.193385424224435e+00,5.019886379921349e-08
289,9,2.987316209414420e+01,9.160227454959574e-01,5.288423029296470e-09
290,0,5.260830937859380e-04,-2.278311978329598e-03,-4.849224137652887e-05
290,1,-2.503465197315983e-01,3.393224082490374e-01,4.188673254901620e-02
290,2,-2.029951994775528e-01,6.931850350934344e-01,4.113426946746700e-02
290,3,2.469560281663781e-01,-9.678083687106586e-01,-4.643325995238540e-04
290,4,2.482706097247065e-01,-9.679158510970085e-01,-1.401945478105936e-03
290,5,-1.513982751589717e+00,6.016729868491359e-01,1.944881264942040e-02
290,6,4.452831156908289e+00,2.390631995229693e+00,5.068077351155525e-02
290,7,8.922351699639865e+00,1.694718926138443e+00,2.425358170214742e-06
290,8,1.822930497743571e+01,1.197494923107109e+00,5.069720937332805e-08
290,9,2.987306565262487e+01,9.191804588883054e-01,5.341290136098022e-09
291,0,5.295790897610302e-04,-2.285589797552485e-03,-4.864606853391378e-05
291,1,-2.724827693561532e-01,3.280113947432775e-01,4.049886866212005e-02
291,2,-2.223141267857195e-01,6.874107609365695e-01,4.079259314391065e-02
291,3,2.635802674861715e-01,-9.631116397572069e-01,-4.714940485679787e-04
291,4,2.650667680127224e-01,-9.631506525406547e-01,-6.623019710026096e-04
291,5,-1.519131537545392e+00,5.898156177674796e-01,1.906609608060407e-02
291,6,4.449501026001755e+00,2.398291670118460e+00,5.084315297252813e-02
291,7,8.921306436401958e+00,1.700477367114054e+00,2.448768768837487e-06
291,8,1.822904594930737e+01,1.201604363929895e+00,5.119861857552091e-08
291,9,2.987296887923570e+01,9.223381621005253e-01,5.394488070807026e-09
292,0,5.330854908307967e-04,-2.292861525413379e-03,-4.879968208697295e-05
292,1,-2.936059446222739e-01,3.154747627432282e-01,3.896054574254174e-02
292,2,-2.414606743377187e-01,6.811030149512783e-01,4.041932642364470e-02
292,3,2.801305966597849e-01,-9.581274175464554e-01,-4.791478665865235e-04
292,4,2.813917587666897e-01,-9.580879053504254e-01,1.278542685159813e-04
292,5,-1.524176674843749e+00,5.779178697142928e-01,1.868207593545173e-02
292,6,4.446160710154967e+00,2.405945846519922e+00,5.100541583383886e-02
292,7,8.920257635467868e+00,1.706235137509594e+00,2.472314106527894e-06
292,8,1.822878603404398e+01,1.205713746493490e+00,5.170309723126951e-08
292,9,2.987287177397785e+01,9.254958550976268e-01,5.448017533663830e-09
293,0,5.366022570562551e-04,-2.300127169446914e-03,-4.895308414595673e-05
293,1,-3.136698833782565e-01,3.017938260026994e-01,3.728174617443350e-02
293,2,-2.604201470416156e-01,6.742670016246999e-01,4.001477751428374e-02
293,3,2.966021878971831e-01,-9.528566578188471e-01,-4.842553309845911e-04
293,4,2.972243605634696e-01,-9.527518559635166e-01,7.214264664425616e-04
293,5,-1.529117902152600e+00,5.659805852099522e-01,1.829677941358962e-02
293,6,4.442810221272477e+00,2.413594509189913e+00,5.116756177226556e-02
293,7,8.919205297326597e+00,1.711992235060600e+00,2.495994343966982e-06
293,8,1.822852523166058e+01,1.209823070598591e+00,5.221065112691714e-08
293,9,2.987277433685250e+01,9.286535378446192e-01,5.501879221111672e-09
294,0,5.401293496939415e-04,-2.307386737638773e-03,-4.910627684455364e-05
294,1,-3.326336936191056e-01,2.870481877587969e-01,3.547224234753147e-02
294,2,-2.791780115031213e-01,6.669083238934439e-01,3.957927821811858e-02
294,3,3.129877059939539e-01,-9.473003936964925e-01,-4.840013750675181e-04
294,4,3.127485725322274e-01,-9.471678274550768e-01,8.894978037580864e-04
294,5,-1.533954963961928e+00,5.540046075038438e-01,1.791023373817296e-02
294,6,4.439449571286294e+00,2.421237642917297e+00,5.132959046528707e-02
294,7,8.918149422468735e+00,1.717748657502951e+00,2.519809639758647e-06
294,8,1.822826354217222e+01,1.213932336045896e+00,5.272128600969958e-08
294,9,2.987267656786084e+01,9.318112103065123e-01,5.556073825797929e-09
295,0,5.436667311241840e-04,-2.314640238407260e-03,-4.925926233839707e-05
295,1,-3.504611954257065e-01,2.713157043765475e-01,3.354159219402906e-02
295,2,-2.977199065796687e-01,6.590329779282958e-01,3.911318362330487e-02
295,3,3.292785055403758e-01,-9.414599727590893e-01,-4.781499794470667e-04
295,4,3.282564155617170e-01,-9.413429360019095e-01,6.128280774909112e-04
295,5,-1.538687610568507e+00,5.419907805532875e-01,1.752246615520475e-02
295,6,4.436078772155760e+00,2.428875232524017e+00,5.149150159108414e-02
295,7,8.917090011386462e+00,1.723504402572873e+00,2.543760150435399e-06
295,8,1.822800096559402e+01,1.218041542636109e+00,5.323500758776822e-08
295,9,2.987257846700405e+01,9.349688724483151e-01,5.610602036574821e-09
296,0,5.472143647887389e-04,-2.321887680591855e-03,-4.941204280447118e-05
296,1,-3.671204219663471e-01,2.546724943664240e-01,3.149914029567498e-02
296,2,-3.160316537555638e-01,6.506473476575118e-01,3.861687177956211e-02
296,3,3.454672502915216e-01,-9.353370527400289e-01,-4.686324730494628e-04
296,4,3.439351099794770e-01,-9.352664294438671e-01,4.838241171957771e-05
296,5,-1.543315598060805e+00,5.299399490028196e-01,1.713350393286616e-02
296,6,4.432697835867439e+00,2.436507262865155e+00,5.165329482854054e-02
296,7,8.916027064573548e+00,1.729259468006939e+00,2.567846030464083e-06
296,8,1.822773750194116e+01,1.222150690169934e+00,5.375182153020996e-08
296,9,2.987248003428333e+01,9.381265242350371e-01,5.665464538499621e-09
297,0,5.507722151371144e-04,-2.329129073447173e-03,-4.956462044120166e-05
297,1,-3.825831755641175e-01,2.371929831731647e-01,2.935402338234916e-02
297,2,-3.340992673327510e-01,6.417581990352462e-01,3.809074335877226e-02
297,3,3.615483519037656e-01,-9.289334287503964e-01,-4.576558453993941e-04
297,4,3.598315418171145e-01,-9.289237204750264e-01,-6.244653699046829e-04
297,5,-1.547838688304183e+00,5.178529581638235e-01,1.674337436085823e-02
297,6,4.429306774435002e+00,2.444133718828981e+00,5.181496985724422e-02
297,7,8.914960582525355e+00,1.735013851542070e+00,2.592067432251562e-06
297,8,1.822747315122883e+01,1.226259778448079e+00,5.427173346706347e-08
297,9,2.987238126969987e+01,9.412841656316876e-01,5.720662012834281e-09
298,0,5.543402475808758e-04,-2.336364426641061e-03,-4.971699746906805e-05
298,1,-3.968246346980753e-01,2.189499759562251e-01,2.711517926703513e-02
298,2,-3.519089644319958e-01,6.323726740617013e-01,3.753522130086968e-02
298,3,3.775171755951618e-01,-9.222509476991225e-01,-4.469116310746134e-04
298,4,3.759169801950671e-01,-9.223033279611226e-01,-1.268251670620976e-03
298,5,-1.552256648926393e+00,5.057306539945012e-01,1.635210474975459e-02
298,6,4.425905599899107e+00,2.451754585337009e+00,5.197652635748843e-02
298,7,8.913890565738829e+00,1.740767550915538e+00,2.616424506150374e-06
298,8,1.822720791347232e+01,1.230368807271253e+00,5.479474898933170e-08
298,9,2.987228217325488e+01,9.444417966032758e-01,5.776195137044480e-09
299,0,5.579184284552371e-04,-2.343593750255815e-03,-4.986917613161958e-05
299,1,-4.098230078672151e-01,2.000147521061361e-01,2.479135844919315e-02
299,2,-3.694471747995366e-01,6.224982845616188e-01,3.695075044541629e-02
299,3,3.933694734384874e-01,-9.152915016188354e-01,-4.375887526275074e-04
299,4,3.921332882631131e-01,-9.153974002329714e-01,-1.786379230176270e-03
299,5,-1.556569253303364e+00,4.935738830801770e-01,1.595972243036498e-02
299,6,4.422494324327289e+00,2.459369847344047e+00,5.213796401027283e-02
299,7,8.912817014712507e+00,1.746520563864966e+00,2.640917400464371e-06
299,8,1.822694178868694e+01,1.234477776440169e+00,5.532087364899092e-08
299,9,2.987218274494954e+01,9.475994171148110e-01,5.832064584798132e-09
300,0,5.615067249872914e-04,-2.350817054791712e-03,-5.002115869680060e-05
300,1,-4.215592304389411e-01,1.804571765052627e-01,2.239113777374092e-02
300,2,-3.867005504145069e-01,6.121429057277683e-01,3.633779714925699e-02
300,3,4.091011767849298e-01,-9.080570408319907e-01,-4.305444925357413e-04
300,4,4.084099366321540e-01,-9.082006224514769e-01,-2.109217058456582e-03
300,5,-1.560776280545305e+00,4.813834926139235e-01,1.556625475310932e-02
300,6,4.419072959813835e+00,2.466979489838252e+00,5.229928249730460e-02
300,7,8.911739929946513e+00,1.752272888128329e+00,2.665546261454326e-06
300,8,1.822667477688806e+01,1.238586685755541e+00,5.585011295899679e-08
300,9,2.987208298478508e+01,9.507570271313023e-01,5.888271025963405e-09
301,0,5.651051052702732e-04,-2.358034351172211e-03,-5.017294745850919e-05
301,1,-4.320167008804819e-01,1.603458235827660e-01,1.992293566068731e-02
301,2,-4.036559748926700e-01,6.013147694360957e-01,3.569684889065132e-02
301,3,4.247083829956266e-01,-9.005495850248083e-01,-4.264239619122201e-04
301,4,4.246652194796543e-01,-9.007092912374910e-01,-2.184387502947911e-03
301,5,-1.564877515483098e+00,4.691603303775042e-01,1.517172908740195e-02
301,6,4.415641518479678e+00,2.474583497841177e+00,5.246048150099948e-02
301,7,8.910659311942558e+00,1.758024521443957e+00,2.690311233343536e-06
301,8,1.822640687809108e+01,1.242695535018087e+00,5.638247239328751e-08
301,9,2.987198289276271e+01,9.539146266177587e-01,5.944815126606267e-09
302,0,5.687135382433056e-04,-2.365245650750319e-03,-5.032454473832753e-05
302,1,-4.411810530988163e-01,1.397481110656975e-01,1.739502852507801e-02
302,2,-4.203005726822412e-01,5.900224573392119e-01,3.502841386027758e-02
302,3,4.401874405727682e-01,-8.927712266178701e-01,-4.256806663523430e-04
302,4,4.407994706750570e-01,-8.929210128319143e-01,-1.975094086597434e-03
302,5,-1.568872748655012e+00,4.569052447226213e-01,1.477617282104585e-02
302,6,4.412200012472272e+00,2.482181856407828e+00,5.262156070448296e-02
302,7,8.909575161203936e+00,1.763775461550537e+00,2.715212458323405e-06
302,8,1.822613809231149e+01,1.246804324028528e+00,5.691795738678424e-08
302,9,2.987188246888363e+01,9.570722155391894e-01,6.001697548987591e-09
303,0,5.723319936761409e-04,-2.372450965315741e-03,-5.047595288737469e-05
303,1,-4.490399619688088e-01,1.187304410209780e-01,1.481556809196817e-02
303,2,-4.366217180478039e-01,5.782748937448955e-01,3.433302053950539e-02
303,3,4.555350794766621e-01,-8.847241209199826e-01,-4.284435332070614e-04
303,4,4.566846061490882e-01,-8.848354731207941e-01,-1.470932108761320e-03
303,5,-1.572761776293722e+00,4.446190845524636e-01,1.437961335963656e-02
303,6,4.408748453965485e+00,2.489774550626707e+00,5.278251979159122e-02
303,7,8.908487478235532e+00,1.769525706187109e+00,2.740250076559016e-06
303,8,1.822586841956479e+01,1.250913052587586e+00,5.745657333538892e-08
303,9,2.987178171314907e+01,9.602297938606035e-01,6.058918951559824e-09
304,0,5.759604421584649e-04,-2.379650307102523e-03,-5.062717428824126e-05
304,1,-4.555829794947392e-01,9.735834634233996e-02,1.219259937980456e-02
304,2,-4.526070438385416e-01,5.660813382862802e-01,3.361121726633214e-02
304,3,4.707484542037131e-01,-8.764104512771312e-01,-4.341181578805453e-04
304,4,4.721607587509250e-01,-8.764572380102853e-01,-7.203075816249682e-04
304,5,-1.576544400313639e+00,4.323026993035420e-01,1.398207812597544e-02
304,6,4.405286855159471e+00,2.497361565619872e+00,5.294335844687229e-02
304,7,8.907396263543813e+00,1.775275253093074e+00,2.765424226194692e-06
304,8,1.822559785986656e+01,1.255021720495987e+00,5.799832559597950e-08
304,9,2.987168062556026e+01,9.633873615470097e-01,6.116479988963219e-09
305,0,5.795988550933956e-04,-2.386843688796963e-03,-5.077821135696982e-05
305,1,-4.608013994172777e-01,7.569664128397555e-02,9.534079180558657e-03
305,2,-4.682444500372295e-01,5.534513783903805e-01,3.286357178937765e-02
305,3,4.858246614240944e-01,-8.678323629686323e-01,-4.407205182495644e-04
305,4,4.870756319117123e-01,-8.678010921163928e-01,1.153929251206103e-04
305,5,-1.580220428298563e+00,4.199569389278087e-01,1.358359455949208e-02
305,6,4.401815228280564e+00,2.504942886542977e+00,5.310407635558704e-02
305,7,8.906301517636829e+00,1.781024100008194e+00,2.790735043359541e-06
305,8,1.822532641323240e+01,1.259130327554458e+00,5.854321948640246e-08
305,9,2.987157920611841e+01,9.665449185634170e-01,6.174381312021638e-09
306,0,5.832472046948620e-04,-2.394031123545653e-03,-5.092906654505241e-05
306,1,-4.646881484404074e-01,5.380957499676423e-02,6.847894908427107e-03
306,2,-4.835221120866294e-01,5.403949215515877e-01,3.209067081033011e-02
306,3,5.007591933435922e-01,-8.589919381243164e-01,-4.448370104524827e-04
306,4,5.014103802447222e-01,-8.588940395063041e-01,7.585528000049969e-04
306,5,-1.583789673489650e+00,4.075826538750489e-01,1.318419011567547e-02
306,6,4.398333585581158e+00,2.512518498585326e+00,5.326467320371027e-02
306,7,8.905203241024214e+00,1.786772244672588e+00,2.816182662172991e-06
306,8,1.822505407967800e+01,1.263238873563730e+00,5.909126028546279e-08
306,9,2.987147745482476e+01,9.697024648748344e-01,6.232623567737913e-09
307,0,5.869054639886078e-04,-2.401212624963555e-03,-5.107974234143784e-05
307,1,-4.672377026080238e-01,3.176098729825926e-02,4.141883722715105e-03
307,2,-4.984284889901381e-01,5.269221874167409e-01,3.129311951523447e-02
307,3,5.155448376110756e-01,-8.498913688504021e-01,-4.437375647633138e-04
307,4,5.153691853232499e-01,-8.497611863204692e-01,9.871240850705800e-04
307,5,-1.587251954773705e+00,3.951806950755373e-01,1.278389226551377e-02
307,6,4.394841939339586e+00,2.520088386969921e+00,5.342514867793168e-02
307,7,8.904101434217191e+00,1.792519684826741e+00,2.841767214750311e-06
307,8,1.822478085921905e+01,1.267347358324537e+00,5.964245323291135e-08
307,9,2.987137537168054e+01,9.728600004462706e-01,6.291207399288790e-09
308,0,5.905736068166300e-04,-2.408388207142036e-03,-5.123024127456845e-05
308,1,-4.684460277072808e-01,9.614466115780870e-03,1.423851856073859e-03
308,2,-5.129523311837294e-01,5.130436996883438e-01,3.047154109501252e-02
308,3,5.301735987461960e-01,-8.405331601400230e-01,-4.373608957547961e-04
308,4,5.292231774849661e-01,-8.404091984840194e-01,7.960310959000317e-04
308,5,-1.590607096671800e+00,3.827519139229523e-01,1.238272849494226e-02
308,6,4.391340301860012e+00,2.527652536953511e+00,5.358550246565694e-02
308,7,8.902996097728558e+00,1.798266418211500e+00,2.867488831208126e-06
308,8,1.822450675187134e+01,1.271455781637614e+00,6.019680352943059e-08
308,9,2.987127295668700e+01,9.760175252427346e-01,6.350133446019567e-09
309,0,5.942516078449318e-04,-2.415557884656771e-03,-5.138056591443931e-05
309,1,-4.683105429160674e-01,-1.256649380810162e-02,-1.298405902329896e-03
309,2,-5.270826881764157e-01,4.987702778524593e-01,2.962657625560155e-02
309,3,5.446388208459878e-01,-8.309200695423798e-01,-4.273289552711660e-04
309,4,5.431379927952137e-01,-8.308311589287199e-01,3.170447058797829e-04
309,5,-1.593854929328211e+00,3.702971622575389e-01,1.198072630429931e-02
309,6,4.387828685472306e+00,2.535210933826637e+00,5.374573425500866e-02
309,7,8.901887232072697e+00,1.804012442568077e+00,2.893347639669949e-06
309,8,1.822423175765068e+01,1.275564143303701e+00,6.075431633661863e-08
309,9,2.987117020984537e+01,9.791750392292349e-01,6.409402343438441e-09
310,0,5.979394425745124e-04,-2.422721672575475e-03,-5.153071887464467e-05
310,1,-4.668301072471462e-01,-3.471833126029258e-02,-4.017086607088131e-03
310,2,-5.408089159566363e-01,4.841130287377700e-01,2.875888271809578e-02
310,3,5.589352356986692e-01,-8.210549733353236e-01,-4.154591806179775e-04
310,4,5.571699966203041e-01,-8.210173979602320e-01,-3.021735226913240e-04
310,5,-1.596995288499699e+00,3.578172923495125e-01,1.157791320778999e-02
310,6,4.384307102531935e+00,2.542763562913684e+00,5.390584373482741e-02
310,7,8.900774837765576e+00,1.809757755638052e+00,2.919343766271688e-06
310,8,1.822395587657293e+01,1.279672443123538e+00,6.131499677697139e-08
310,9,2.987106713115690e+01,9.823325423707803e-01,6.469014723210510e-09
311,0,6.016370873555624e-04,-2.429879586465448e-03,-5.168070281439736e-05
311,1,-4.640050286740287e-01,-5.677725821425923e-02,-6.724359472454275e-03
311,2,-5.541206841621475e-01,4.690833379122463e-01,2.786913470927210e-02
311,3,5.730583591865999e-01,-8.109408115116493e-01,-4.032549832481945e-04
311,4,5.713154916683072e-01,-8.109599131466134e-01,-9.394953699591113e-04
311,5,-1.600028015545110e+00,3.453131568826959e-01,1.117431673295721e-02
311,6,4.380775565419837e+00,2.550310409572921e+00,5.406583059467270e-02
311,7,8.899658915324739e+00,1.815502355163371e+00,2.945477335167160e-06
311,8,1.822367910865401e+01,1.283780680897870e+00,6.187884993386260e-08
311,9,2.987096372062284e+01,9.854900346323794e-01,6.528971213151427e-09
312,0,6.053445194048945e-04,-2.437031642400935e-03,-5.183052044052482e-05
312,1,-4.598370961565330e-01,-7.867909905696777e-02,-9.412346135484714e-03
312,2,-5.670079830111567e-01,4.536928609238126e-01,2.695802244287844e-02
312,3,5.870041057468067e-01,-8.005805820213807e-01,-3.919103281394667e-04
312,4,5.855421971362789e-01,-8.006527814500548e-01,-1.497953960846972e-03
312,5,-1.602952957415319e+00,3.327856089383817e-01,1.076996442015999e-02
312,6,4.377234086542313e+00,2.557851459196553e+00,5.422569452482394e-02
312,7,8.898539465269311e+00,1.821246238886351e+00,2.971748468533596e-06
312,8,1.822340145390990e+01,1.287888856427444e+00,6.244588085152215e-08
312,9,2.987085997824445e+01,9.886475159790409e-01,6.589272437220747e-09
313,0,6.090617168267025e-04,-2.444177856970250e-03,-5.198017450944571e-05
313,1,-4.543296351202639e-01,-1.003591296843908e-01,-1.207310090309286e-02
313,2,-5.794611299925958e-01,4.379535143913468e-01,2.602625159206000e-02
313,3,6.007686488242028e-01,-7.899773480464195e-01,-3.824201837541787e-04
313,4,5.998007277090537e-01,-7.900915085772959e-01,-1.896764353285996e-03
313,5,-1.605769966643506e+00,3.202355019794118e-01,1.036488382205863e-02
313,6,4.373682678330907e+00,2.565386697210766e+00,5.438543521628145e-02
313,7,8.897416488119998e+00,1.826989404549679e+00,2.998157286577145e-06
313,8,1.822312291235660e+01,1.291996969513008e+00,6.301609453501278e-08
313,9,2.987075590402299e+01,9.918049863757732e-01,6.649919015514996e-09
314,0,6.127886586367935e-04,-2.451318247282639e-03,-5.212966782912604e-05
314,1,-4.474875872869846e-01,-1.217519168537913e-01,-1.469859103067489e-02
314,2,-5.914707763135814e-01,4.218774669522939e-01,2.507454275329517e-02
314,3,6.143484343344527e-01,-7.791342451454468e-01,-3.756637289619732e-04
314,4,6.140236319407164e-01,-7.792723857301984e-01,-2.064558870973364e-03
314,5,-1.608478901335772e+00,3.076636898344675e-01,9.959102503106634e-03
314,6,4.370121353242285e+00,2.572916109075770e+00,5.454505236076736e-02
314,7,8.896289984399083e+00,1.832731849896414e+00,3.024703907538382e-06
314,8,1.822284348401018e+01,1.296105019955317e+00,6.358949595020573e-08
314,9,2.987065149795971e+01,9.949624457875850e-01,6.710911564260524e-09
315,0,6.165253247905026e-04,-2.458452830974767e-03,-5.227900326100857e-05
315,1,-4.393176161047248e-01,-1.427911583232431e-01,-1.728067709743021e-02
315,2,-6.030279131022493e-01,4.054771300731137e-01,2.410363090220954e-02
315,3,6.277403031937868e-01,-7.680544828073436e-01,-3.724030767597361e-04
315,4,6.281155625118956e-01,-7.681922979554652e-01,-1.939490790757370e-03
315,5,-1.611079625162097e+00,2.950710266825612e-01,9.552648039049099e-03
315,6,4.366550123758126e+00,2.580439680285844e+00,5.470454565072660e-02
315,7,8.895159954630429e+00,1.838473572669989e+00,3.051388447697824e-06
315,8,1.822256316888677e+01,1.300213007555124e+00,6.416609002375520e-08
315,9,2.987054676005589e+01,9.981198941794847e-01,6.772250695806145e-09
316,0,6.202716962145560e-04,-2.465581626216747e-03,-5.242818372190227e-05
316,1,-4.298282393895829e-01,-1.634095245107991e-01,-1.981109356829251e-02
316,2,-6.141238773642870e-01,3.887651487287247e-01,2.311426484163274e-02
316,3,6.409416896843880e-01,-7.567413314723024e-01,-3.730945180695776e-04
316,4,6.419372800369956e-01,-7.568497112160496e-01,-1.484580134760488e-03
316,5,-1.613572007347642e+00,2.824583670377233e-01,9.145548016427311e-03
316,6,4.362969002384998e+00,2.587957396369384e+00,5.486391477932783e-02
316,7,8.894026399339477e+00,1.844214570614210e+00,3.078211021381451e-06
316,8,1.822228196700251e+01,1.304320932113188e+00,6.474588164307213e-08
316,9,2.987044169031278e+01,1.001277331516481e+00,6.833937018615619e-09
